90 daily
518 daily
0	1754
1	2459
2	2510
3	2362
4	2520
5	2508
6	2538
7	2557
8	2548
9	2614
10	2656
11	2674
12	2708
13	2731
14	2699
15	2695
16	2735
17	2762
18	2772
19	2790
20	2817
21	2784
22	2784
23	2817
24	2859
25	2862
26	2896
27	2892
28	2878
29	2850
30	2876
31	2917
32	2940
33	2971
34	2978
35	2949
36	2934
37	2949
38	2997
39	3008
40	3006
41	2986
42	2979
43	2956
44	3025
45	3086
46	3104
47	3144
48	3176
49	3180
50	3177
51	3245
52	3323
53	3359
54	3426
55	3473
56	3498
57	3521
58	3668
59	3760
60	3834
61	3908
62	3995
63	4033
64	4059
65	4248
66	4320
67	4421
68	4539
69	4599
70	4632
71	4710
72	4940
73	5031
74	5199
75	5354
76	5439
77	5400
78	5546
79	5755
80	5780
81	5797
82	5888
83	5829
84	6014
85	6018
86	6231
87	6378
88	6417
89	6542
90	6581
91	6554
92	6592
93	6843
94	6911
95	7011
96	7050
97	7183
98	7123
99	7193
100	7496
101	7599
102	7750
103	7893
104	7991
105	8001
106	8063
107	8364
108	8452
109	8575
110	8631
111	8731
112	8689
113	8706
114	8961
115	9054
116	8992
117	9514
118	9472
119	9435
120	12031
121	10771
122	11011
123	11050
124	11096
125	11029
126	10707
127	10685
128	10754
129	10908
130	10919
131	10713
132	11864
133	11506
134	11018
135	11169
136	11363
137	11231
138	12564
139	12303
140	13575
141	12844
142	12837
143	12115
144	12211
145	14003
146	14633
147	15777
148	14140
149	13743
150	13099
151	12999
152	15051
153	14653
154	14404
155	14103
156	13821
157	12263
158	13319
159	15381
160	15284
161	14059
162	14803
163	14566
164	13605
165	13327
166	14823
167	15762
168	15207
169	14885
170	14686
171	14345
172	14941
173	17100
174	16502
175	16515
176	16924
177	16885
178	15645
179	15410
180	17724
181	17419
182	17598
183	17218
184	16905
185	16210
186	15544
187	17615
188	18379
189	18900
190	18673
191	17721
192	15672
193	14869
194	16772
195	17131
196	18203
197	19293
198	18742
199	17680
200	16817
201	19051
202	20563
203	20755
204	20590
205	20871
206	19688
207	18498
208	21736
209	23066
210	22470
211	21867
212	21515
213	19707
214	20037
215	23678
216	23460
217	24105
218	24993
219	22577
220	20241
221	19725
222	22953
223	23891
224	22397
225	20403
226	23230
227	21149
228	20404
229	24287
230	24012
231	23591
232	23056
233	22166
234	21393
235	20510
236	24228
237	24072
238	24201
239	23587
240	23292
241	21566
242	21054
243	24790
244	25071
245	24003
246	24440
247	23837
248	20945
249	21596
250	23507
251	24943
252	23224
253	24726
254	21010
255	19411
256	18394
257	20778
258	20532
259	16002
260	13067
261	15554
262	17741
263	19141
264	23571
265	25911
266	26456
267	27024
268	27046
269	24900
270	23380
271	27411
272	28806
273	28584
274	28062
275	27938
276	25350
277	24205
278	28858
279	29331
280	28983
281	28191
282	26808
283	23286
284	23475
285	27622
286	28655
287	25071
288	26584
289	27062
290	25132
291	24199
292	28096
293	28824
294	28061
295	26463
296	26594
297	24033
298	23096
299	26640
300	28146
301	26499
302	22922
303	21998
304	22393
305	21830
306	26345
307	28083
308	27843
309	27328
310	26524
311	24627
312	22953
313	26250
314	28080
315	27379
316	27288
317	26914
318	23710
319	22819
320	26668
321	28292
322	26661
323	27102
324	26059
325	24184
326	23719
327	27541
328	29345
329	28168
330	28209
331	27340
332	24180
333	22791
334	25640
335	28462
336	27467
337	27409
338	26861
339	23472
340	22189
341	25719
342	28182
343	26881
344	26443
345	26789
346	24823
347	22134
348	26785
349	28446
350	27776
351	26414
352	25342
353	23382
354	21335
355	23401
356	23115
357	17083
358	21493
359	27325
360	25197
361	23114
362	25487
363	25564
364	17786
365	18993
366	28559
367	27456
368	24899
369	26442
370	30328
371	30231
372	30114
373	30420
374	27598
375	24967
376	27574
377	31520
378	30655
379	29137
380	28927
381	26295
382	23295
383	26344
384	31794
385	31164
386	30205
387	29851
388	26477
389	23905
390	26674
391	30867
392	30488
393	31529
394	31408
395	28395
396	24763
397	27763
398	33027
399	32997
400	31772
401	30511
402	28114
403	24641
404	26954
405	32197
406	31641
407	30379
408	29500
409	24737
410	23265
411	26611
412	32090
413	31701
414	31338
415	31379
416	28195
417	24917
418	28300
419	33117
420	32246
421	32717
422	31891
423	28870
424	26298
425	29423
426	36466
427	34822
428	36266
429	34002
430	31182
431	29665
432	33868
433	36988
434	35943
435	34538
436	33975
437	31549
438	29663
439	34902
440	36174
441	35097
442	34473
443	34177
444	31084
445	30495
446	35146
447	36647
448	35608
449	34743
450	34810
451	31787
452	31726
453	35477
454	35897
455	32511
456	33244
457	32436
458	29968
459	28905
460	33665
461	35743
462	34616
463	34541
464	33519
465	31598
466	28931
467	32926
468	34495
469	34155
470	32603
471	28345
472	29653
473	28342
474	33297
475	36731
476	35101
477	34313
478	33170
479	30942
480	31507
481	34883
482	35413
483	34278
484	30173
485	36657
486	32249
487	30586
488	36374
489	36474
490	35819
491	34326
492	33906
493	30528
494	26916
495	31562
496	37257
497	37302
498	36195
499	34360
500	31131
501	29403
502	35715
503	36802
504	33825
505	38132
506	36975
507	31648
508	29087
509	35035
510	36930
511	36005
512	35785
513	35746
514	30266
515	29516
516	34979
517	37721
