30 daily
212 daily
0	2332
1	2800
2	2375
3	3447
4	4819
5	4973
6	2705
7	2639
8	2644
9	2611
10	3530
11	4438
12	3467
13	2542
14	2778
15	4488
16	5505
17	2953
18	2534
19	2867
20	2426
21	2229
22	3607
23	2099
24	2325
25	3725
26	3618
27	2247
28	2209
29	1121
30	2160
31	2107
32	2280
33	1300
34	1625
35	1344
36	1417
37	1615
38	2112
39	2209
40	1401
41	1502
42	2260
43	2145
44	2562
45	3318
46	3514
47	2258
48	2341
49	2186
50	1794
51	2643
52	4308
53	3593
54	2025
55	1746
56	3256
57	3579
58	4101
59	4916
60	4490
61	3108
62	1869
63	1625
64	2685
65	3099
66	375
67	1689
68	2569
69	2721
70	3289
71	3494
72	2822
73	3620
74	3512
75	2643
76	4783
77	5135
78	4911
79	4053
80	3963
81	3709
82	3846
83	4447
84	5963
85	4817
86	4027
87	4381
88	3925
89	4063
90	5066
91	5759
92	4816
93	3576
94	3743
95	3679
96	3767
97	3716
98	4425
99	4601
100	3839
101	3809
102	4028
103	4913
104	4435
105	4898
106	5284
107	4027
108	4207
109	4171
110	4381
111	5722
112	4785
113	4943
114	4581
115	4336
116	4267
117	3799
118	3973
119	4292
120	3889
121	4269
122	4047
123	4328
124	4227
125	3895
126	3954
127	4344
128	4171
129	3610
130	3529
131	3604
132	3834
133	4427
134	3828
135	3964
136	3988
137	4979
138	3810
139	3918
140	4407
141	4393
142	3931
143	4039
144	3695
145	3753
146	3790
147	5224
148	5322
149	3822
150	3667
151	4113
152	3605
153	4082
154	5671
155	2135
156	3952
157	4712
158	3231
159	2905
160	2668
161	5018
162	3047
163	4438
164	3757
165	4203
166	1638
167	2557
168	2363
169	2207
170	4646
171	3862
172	1877
173	1754
174	1793
175	1617
176	4410
177	2605
178	2636
179	2286
180	1930
181	2866
182	3626
183	2975
184	4324
185	3672
186	2733
187	2182
188	1930
189	1388
190	2795
191	4180
192	4146
193	2739
194	2518
195	2420
196	2445
197	3406
198	4312
199	5179
200	2409
201	2166
202	2315
203	2065
204	3691
205	2779
206	6163
207	3467
208	2847
209	3293
210	2637
211	3458
