90 daily
518
1	17838
2	37842
3	37899
4	34856
5	25713
6	26961
7	39465
8	40424
9	39503
10	38184
11	35265
12	25593
13	25310
14	39816
15	38007
16	37798
17	37779
18	34360
19	24834
20	24402
21	38109
22	37015
23	36362
24	36641
25	33224
26	23834
27	24036
28	38655
29	37070
30	35570
31	34447
32	32369
33	22992
34	22879
35	35468
36	35228
37	34036
38	33804
39	30832
40	22452
41	22640
42	35157
43	34529
44	34025
45	31423
46	30498
47	22037
48	22586
49	35831
50	35508
51	35044
52	34870
53	32578
54	22781
55	23400
56	36457
57	36157
58	35460
59	34515
60	32463
61	23276
62	25481
63	39964
64	41643
65	41801
66	42066
67	37819
68	26200
69	28462
70	45382
71	44762
72	45169
73	44352
74	41064
75	28992
76	30404
77	48962
78	48182
79	48380
80	47553
81	41729
82	30361
83	32005
84	47839
85	44014
86	43652
87	39022
88	28753
89	27461
90	29497
91	46953
92	46452
93	46265
94	44727
95	41343
96	28601
97	29390
98	49403
99	47780
100	43956
101	46284
102	42787
103	29223
104	31525
105	50686
106	50154
107	49432
108	49342
109	44782
110	30306
111	31926
112	51145
113	49128
114	47607
115	46628
116	43186
117	29556
118	30935
119	49238
120	43682
121	33782
122	47943
123	43232
124	28981
125	29882
126	47345
127	45729
128	44050
129	44393
130	39234
131	27028
132	27027
133	47526
134	46049
135	45001
136	44634
137	40680
138	29512
139	29289
140	42274
141	32097
142	47178
143	46523
144	42477
145	30063
146	30481
147	48945
148	50309
149	46775
150	46250
151	42551
152	28917
153	30568
154	47786
155	46824
156	46644
157	45597
158	39235
159	28955
160	30366
161	48262
162	43640
163	45973
164	44997
165	40993
166	27777
167	26624
168	47622
169	46329
170	44844
171	44540
172	41653
173	29098
174	30213
175	48186
176	46819
177	45555
178	46398
179	41892
180	26790
181	29362
182	46248
183	46210
184	44976
185	44755
186	41918
187	28093
188	28379
189	45842
190	45487
191	44577
192	43669
193	39268
194	26673
195	27026
196	40165
197	29647
198	46414
199	44900
200	41778
201	28842
202	28872
203	47775
204	48363
205	47965
206	47989
207	45051
208	29442
209	31722
210	53084
211	51446
212	48538
213	48216
214	44648
215	30819
216	32457
217	53299
218	52507
219	53669
220	50343
221	44904
222	29955
223	31773
224	53302
225	50352
226	46519
227	32737
228	43584
229	30450
230	32184
231	52220
232	51034
233	50196
234	48901
235	46111
236	30456
237	31677
238	52424
239	51833
240	50086
241	48753
242	44684
243	30199
244	31687
245	51737
246	49428
247	49856
248	48319
249	42394
250	29556
251	28751
252	49750
253	46320
254	46095
255	43901
256	38684
257	25511
258	25938
259	40383
260	27166
261	15942
262	18707
263	22343
264	24465
265	27999
266	51021
267	50749
268	49964
269	50350
270	45250
271	29581
272	31003
273	52302
274	52328
275	51778
276	51531
277	47077
278	30639
279	32443
280	54532
281	54435
282	52489
283	50458
284	42978
285	28858
286	31611
287	53873
288	48337
289	49745
290	50706
291	46199
292	30335
293	31921
294	54562
295	53066
296	50779
297	50322
298	45379
299	29146
300	30117
301	52496
302	49450
303	44337
304	26614
305	26110
306	26367
307	29261
308	50743
309	50098
310	50199
311	49091
312	44995
313	29639
314	30256
315	52630
316	50855
317	49780
318	49336
319	42499
320	28326
321	28812
322	50886
323	49080
324	47587
325	46287
326	42108
327	26601
328	27397
329	48415
330	47183
331	44596
332	42701
333	36825
334	22704
335	22795
336	43209
337	41383
338	39585
339	38477
340	32646
341	19930
342	19904
343	38438
344	36347
345	34456
346	33537
347	29733
348	17363
349	17615
350	33492
351	32302
352	30891
353	28954
354	25981
355	15847
356	14907
357	26698
358	17306
359	12766
360	30974
361	27489
362	16326
363	15846
364	27748
365	16951
366	11164
367	30590
368	27873
369	16857
370	15721
371	30733
372	30210
373	32296
374	32746
375	29486
376	17738
377	17390
378	34457
379	33606
380	31663
381	31277
382	26633
383	15904
384	15683
385	31381
386	30997
387	30292
388	30136
389	26503
390	16174
391	15942
392	30120
393	30376
394	31545
395	32433
396	27018
397	15981
398	16143
399	30575
400	30803
401	30221
402	29752
403	26984
404	16055
405	15586
406	30976
407	30004
408	29411
409	28728
410	24205
411	15072
412	15093
413	30631
414	29909
415	30202
416	29987
417	26449
418	15858
419	15766
420	31371
421	30591
422	30436
423	29877
424	26144
425	15782
426	15935
427	32569
428	32849
429	32517
430	32128
431	29852
432	17986
433	17967
434	35231
435	34335
436	33119
437	33047
438	30310
439	17982
440	17958
441	35274
442	34332
443	34394
444	34118
445	30637
446	18377
447	18027
448	35495
449	34632
450	34031
451	33202
452	29954
453	18089
454	17882
455	33746
456	30940
457	29722
458	30625
459	28590
460	16895
461	16507
462	33468
463	32559
464	32664
465	32221
466	29945
467	16838
468	16148
469	32065
470	31749
471	30981
472	27729
473	15237
474	15026
475	16491
476	33871
477	32579
478	32201
479	30887
480	27663
481	16919
482	16082
483	31071
484	29577
485	26452
486	16685
487	25637
488	16148
489	16577
490	30502
491	30630
492	29452
493	29082
494	26297
495	15009
496	14557
497	31996
498	31768
499	31384
500	30211
501	27569
502	15789
503	16437
504	32017
505	29976
506	17728
507	30672
508	26897
509	15022
510	15880
511	31600
512	30382
513	30105
514	29943
515	25358
516	15246
517	15387
518	30742
